"SID","day","real_order","E_outgoing","E_quiet","C_lazy","C_reliable","N_worried","N_relaxed","N_depressed","A_rude","A_kind","authentic","SE","Happy","Lonely","pos_emotion","neg_emotion"
"10111",29,5,2,4,3,4,1,4,1,1,3,3,5,5,1,NA,2
"10111",32,5,3,3,4,3,2,4,1,1,3,3,4,5,1,3,2
"10111",36,6,2,3,3,3,2,4,1,1,3,3,4,4,2,4,2
"10111",37,7,2,4,2,4,3,4,1,1,4,4,4,5,3,NA,2
"10111",40,7,3,4,3,3,2,4,1,1,3,4,4,5,2,4,2
"10111",41,1,3,4,2,4,2,3,1,1,4,4,5,5,2,NA,2
"10111",44,1,2,3,2,3,4,2,2,1,3,3,4,4,3,2,4
"10111",45,2,2,3,2,4,2,5,1,1,3,4,5,5,2,NA,1
"10111",48,2,2,4,4,4,2,4,1,1,3,3,4,5,2,3,2
"10111",49,3,2,4,3,4,2,3,1,1,4,4,4,5,2,NA,2
"10111",52,3,2,4,2,4,3,4,1,1,3,4,4,5,2,3,2
"10111",53,4,3,4,2,4,2,4,1,1,3,4,5,5,1,NA,2
"10111",56,4,4,2,3,4,3,4,1,1,4,4,5,5,1,4,2
"10111",57,5,2,4,3,3,4,3,1,1,4,3,4,4,3,NA,3
"10112",1,5,2,5,2,NA,1,4,3,1,4,3,2,4,3,4,2
"10112",5,6,1,5,2,5,4,4,3,NA,NA,4,3,3,2,NA,2
"10112",8,6,5,2,2,5,1,5,3,3,5,3,3,4,4,4,2
"10112",13,1,1,4,3,5,2,4,3,1,5,5,2,4,3,NA,2
"10112",16,1,1,4,2,5,1,3,4,NA,NA,5,3,3,4,3,3
"10112",17,2,4,3,2,5,3,4,3,2,5,4,3,4,2,NA,2
"10112",21,3,1,4,3,4,1,3,4,NA,NA,2,2,3,3,NA,2
"10112",24,3,2,3,4,3,3,4,4,3,3,3,1,2,4,2,3
"10118",2,1,2,4,3,4,4,2,3,2,5,3,3,3,3,2,2
"10118",4,1,2,4,3,4,4,2,3,NA,NA,4,3,2,3,2,2
"10118",5,2,3,2,2,4,3,2,2,1,3,3,3,2,2,NA,2
"10118",12,3,2,4,3,4,2,3,2,NA,NA,4,3,3,3,2,2
"10121",2,2,5,2,1,4,2,2,1,3,3,4,4,5,1,5,2
"10121",5,3,1,5,4,3,1,5,1,NA,NA,4,5,5,1,NA,2
"10121",9,4,2,4,3,3,3,2,3,2,3,4,3,3,2,NA,3
"10121",17,6,3,4,2,4,1,4,1,1,3,4,4,4,2,NA,1
"10121",21,7,4,2,1,5,2,3,1,1,3,4,4,4,1,NA,1
"10121",29,2,3,4,3,3,1,3,1,1,3,4,4,4,2,NA,2
"10121",45,6,3,2,2,5,1,3,1,1,4,4,4,4,1,NA,1
"10121",53,1,2,5,2,3,2,3,1,1,3,3,4,4,2,NA,2
"10121",57,2,2,5,1,3,3,2,1,1,3,4,3,3,1,NA,3
"10123",4,3,4,1,5,4,2,5,1,1,4,5,5,5,1,4,1
"10123",8,5,5,1,5,4,1,5,1,2,4,5,5,5,1,5,1
"10123",20,7,2,3,4,2,3,2,3,3,3,2,3,3,4,3,3
"10123",21,1,1,4,4,3,3,3,1,1,3,5,3,4,2,NA,1
"10123",29,3,1,4,2,2,4,3,4,NA,NA,4,1,2,5,NA,4
"10123",45,7,4,3,3,4,3,3,1,1,5,5,3,3,1,NA,NA
"10124",2,4,2,4,1,4,2,3,2,2,4,4,3,3,2,3,2
"10124",9,5,1,5,2,3,1,3,1,1,3,3,3,3,1,NA,3
"10124",12,5,5,2,2,5,1,4,1,1,5,5,4,4,1,5,1
"10124",17,7,4,2,2,5,2,3,2,1,3,4,4,4,2,NA,1
"10124",20,7,1,3,4,1,3,3,3,NA,NA,3,3,2,3,3,3
"10124",28,2,3,2,2,3,1,4,1,1,3,5,4,3,1,4,1
"10124",29,3,1,4,2,4,1,3,1,1,3,3,3,3,1,NA,3
"10124",52,1,1,5,1,4,3,3,2,NA,NA,4,3,3,1,3,2
"10124",57,3,2,4,3,3,2,3,1,NA,NA,3,3,3,2,NA,2
"10125",1,1,3,1,1,5,2,4,1,3,4,2,4,4,1,3,1
"10125",4,1,2,5,4,2,2,3,1,NA,NA,4,4,3,1,3,2
"10125",17,5,4,1,1,4,2,3,1,1,3,3,4,4,1,NA,1
"10125",21,6,4,2,2,3,3,3,1,1,4,5,4,4,1,NA,2
"10125",25,7,1,5,1,4,3,2,1,1,1,3,4,3,1,NA,2
"10126",2,4,3,3,3,3,3,3,2,3,4,4,4,3,2,2,4
"10126",49,2,3,3,3,3,5,1,1,1,4,3,3,2,3,NA,3
"10126",53,3,2,4,3,5,5,1,4,2,3,1,2,2,1,NA,4
"10126",57,4,3,3,1,3,2,4,2,1,3,1,4,3,3,NA,2
"10128",2,2,2,5,4,3,3,3,1,1,5,3,4,3,2,2,2
"10128",16,5,4,2,1,3,3,3,2,2,3,4,3,5,1,5,2
"10128",17,6,1,5,3,4,2,4,1,NA,NA,5,4,3,1,NA,2
"10128",21,7,3,3,3,4,3,4,2,2,4,3,3,3,2,NA,2
"10128",25,1,1,5,3,4,2,4,2,2,4,3,3,3,2,NA,2
"10128",29,2,4,2,3,4,3,3,3,2,3,4,3,3,2,NA,3
"10128",33,3,2,5,3,3,2,4,2,2,3,3,3,3,1,NA,2
"10129",1,1,1,5,4,4,1,5,2,1,5,4,4,4,1,3,3
"10129",8,2,5,1,1,4,1,2,1,1,4,4,4,3,1,4,2
"10129",12,3,2,4,3,5,2,3,2,1,4,3,3,3,4,2,3
"10129",16,4,5,2,1,5,2,4,1,1,4,4,4,5,1,5,2
"10129",25,7,1,5,5,2,3,5,3,NA,NA,4,2,2,3,NA,3
"10129",33,2,1,5,5,1,4,4,4,NA,NA,4,2,3,3,NA,3
"10129",40,3,4,2,4,4,5,2,3,2,4,5,3,4,1,4,3
"10129",45,5,1,1,1,4,3,4,1,NA,NA,5,5,4,1,NA,2
"10129",52,6,1,5,5,3,4,3,4,1,3,3,2,3,4,3,4
"10132",2,4,3,4,2,5,3,1,1,4,5,3,3,2,1,2,4
"10132",4,4,2,4,4,3,1,5,1,NA,NA,5,3,5,1,5,1
"10132",8,5,4,3,5,3,2,5,1,1,2,3,3,4,1,4,3
"10132",12,6,3,3,1,4,3,4,1,1,4,4,3,5,1,5,1
"10132",13,7,1,5,1,3,1,3,1,1,1,5,3,2,1,NA,1
"10132",16,7,1,3,3,3,2,5,1,1,2,5,3,3,1,3,1
"10132",20,1,3,2,1,4,4,5,2,1,4,5,3,3,1,3,3
"10132",21,2,1,5,2,3,3,3,1,1,3,4,3,1,1,NA,2
"10132",24,2,3,2,1,3,5,5,4,3,5,5,4,1,1,3,5
"10132",25,3,3,3,2,3,5,3,1,1,4,2,3,2,1,NA,3
"10132",28,3,1,3,3,3,3,5,1,NA,NA,5,3,1,1,1,3
"10132",29,4,1,5,2,3,5,3,4,1,2,3,3,1,4,NA,5
"10132",33,5,4,1,1,4,2,4,1,1,4,4,4,4,1,NA,2
"10132",49,2,2,4,3,3,4,4,1,1,3,5,3,1,1,NA,2
"10132",53,3,4,3,1,3,3,5,1,1,4,5,4,3,1,NA,1
"10136",2,2,3,3,1,3,3,1,2,3,2,4,2,2,2,2,3
"10136",4,2,1,5,3,3,3,3,3,NA,NA,4,2,2,3,3,3
"10136",5,3,2,4,3,3,2,2,2,1,3,3,2,2,1,NA,3
"10136",9,4,3,3,2,3,2,2,3,1,4,4,2,2,2,NA,2
"10136",17,6,1,4,3,4,2,3,3,2,4,3,3,2,1,NA,2
"10136",20,6,2,5,3,4,2,2,2,NA,NA,4,2,3,2,3,2
"10136",21,7,2,5,3,4,2,4,2,NA,NA,4,3,3,1,NA,2
"10136",24,7,2,5,3,4,2,4,2,NA,NA,4,3,3,3,3,2
"10136",25,1,2,4,3,3,2,2,3,2,4,4,2,2,3,NA,2
"10136",28,1,2,4,2,4,3,2,2,NA,NA,4,2,2,3,2,2
"10136",29,2,2,5,2,4,2,3,3,2,4,4,2,2,2,NA,5
"10136",36,3,3,3,3,4,2,3,2,2,4,4,3,3,2,3,2
"10136",41,5,2,4,3,4,2,3,2,1,4,4,2,2,2,NA,2
"10136",45,6,2,4,4,4,2,3,3,1,5,3,2,2,3,NA,2
"10136",48,6,3,5,3,4,2,3,2,1,4,4,3,3,1,3,3
"10136",49,7,3,3,3,4,1,4,2,1,5,4,3,3,1,NA,2
"10136",53,1,3,4,3,4,2,3,3,1,4,3,2,2,3,NA,3
"10139",0,5,3,2,2,5,1,4,1,5,3,4,5,5,1,5,2
"10139",1,5,3,4,3,3,3,3,2,1,3,3,4,4,1,NA,2
"10139",4,5,3,4,3,3,3,5,1,NA,NA,3,5,4,1,3,2
"10139",12,7,3,3,3,3,4,3,1,NA,NA,5,5,3,1,4,3
"10143",1,7,3,3,5,3,3,4,2,2,4,4,3,4,2,NA,2
"10143",4,7,4,3,3,4,2,3,1,3,3,3,2,3,2,3,3
"10143",5,1,2,4,3,2,2,4,2,3,2,3,2,2,2,NA,3
"10143",9,2,2,5,5,3,4,2,4,NA,NA,4,1,2,3,NA,5
"10143",13,3,2,5,2,2,3,3,3,2,3,3,3,3,3,NA,3
"10143",17,4,4,2,4,1,3,4,2,2,4,4,3,5,1,NA,3
"10143",21,5,2,4,4,1,3,5,3,2,4,4,2,3,2,NA,3
"10143",25,6,4,2,2,4,1,4,1,2,4,4,2,5,1,NA,1
"10143",29,7,4,3,4,3,3,4,2,2,4,4,1,3,2,NA,2
"10143",33,1,2,5,4,3,3,4,3,3,3,2,1,2,3,NA,4
"10143",41,3,2,3,2,2,4,2,4,4,2,3,1,2,2,NA,5
"10144",1,4,3,2,3,4,2,3,2,2,2,3,3,3,1,NA,2
"10144",21,2,3,3,3,3,3,4,1,2,3,4,3,3,2,NA,2
"10145",2,3,4,4,3,4,1,4,1,4,3,4,4,4,1,4,1
"10145",5,4,3,3,2,4,2,3,1,1,4,4,3,3,2,NA,1
"10145",9,5,3,3,2,4,1,3,1,1,3,4,4,3,1,NA,1
"10147",1,1,3,2,3,3,3,3,2,3,3,2,3,3,2,3,2
"10149",4,5,5,1,1,2,2,2,2,2,3,4,5,5,1,4,2
"10149",8,6,1,4,3,3,4,3,2,1,1,5,3,3,2,3,2
"10149",9,7,2,5,4,3,3,4,2,NA,NA,4,3,2,1,NA,3
"10149",12,7,2,3,3,3,3,3,2,2,2,3,3,3,1,3,3
"10149",17,2,3,4,2,NA,2,3,2,2,2,3,2,2,NA,NA,3
"10149",29,5,2,3,2,3,2,3,1,1,3,3,3,4,1,NA,2
"10149",41,1,2,4,2,3,2,3,1,2,4,4,3,3,1,NA,2
"10149",49,3,3,2,1,4,2,2,1,2,4,3,5,4,1,NA,2
"10150",1,3,2,5,3,4,3,2,3,2,3,4,4,3,3,2,3
"10150",21,3,1,5,3,4,3,3,3,NA,NA,4,4,4,2,NA,3
"10150",25,4,3,4,1,5,3,5,2,NA,NA,4,4,5,3,NA,1
"10150",29,5,3,3,1,5,1,2,2,1,5,5,4,4,3,NA,3
"10150",41,1,3,5,3,5,1,3,2,1,5,5,5,5,3,NA,NA
"10150",44,1,3,5,4,3,3,3,4,1,3,3,2,3,4,3,3
"10155",2,2,4,2,3,4,1,4,2,4,3,NA,4,4,1,3,3
"10155",9,4,2,4,4,4,2,3,2,2,3,3,3,3,2,NA,3
"10157",1,3,3,4,4,5,1,5,1,1,5,5,4,4,1,NA,1
"10157",5,4,5,1,1,5,1,5,1,1,5,5,5,5,1,NA,1
"10157",17,7,5,1,3,5,1,5,1,1,5,5,5,5,1,NA,1
"10157",25,2,3,3,3,5,3,1,1,2,5,5,5,4,1,NA,2
"10157",29,3,2,5,2,4,5,2,1,1,5,5,5,4,1,NA,3
"10157",49,1,3,2,2,5,3,5,1,2,5,5,5,5,1,NA,1
"10157",53,2,2,4,1,5,1,5,1,NA,NA,5,5,4,1,NA,2
"10161",2,3,3,3,4,2,4,4,1,2,4,3,3,3,4,3,3
"10161",21,1,4,3,3,3,2,3,2,2,4,3,3,4,4,NA,3
"10164",1,4,2,4,4,3,3,3,4,2,3,2,2,2,2,2,2
"10164",9,6,3,3,2,4,1,3,1,1,4,5,4,5,1,NA,1
"10172",2,4,1,4,3,2,1,4,2,2,3,4,3,3,1,3,3
"10172",5,5,3,2,3,3,2,4,2,2,3,5,4,4,1,NA,2
"10172",9,6,3,3,2,4,1,4,1,1,4,5,4,4,1,NA,1
"10172",17,1,2,3,2,4,3,2,3,3,3,3,3,2,1,NA,4
"10172",21,2,3,4,3,3,2,3,2,2,4,3,4,3,1,NA,3
"10172",25,3,2,4,2,4,1,4,1,2,4,4,4,3,1,NA,3
"10172",33,5,3,3,4,4,2,5,1,1,4,5,4,5,1,NA,2
"10172",37,6,4,3,3,4,1,4,1,1,4,4,4,4,1,NA,2
"10172",41,7,1,4,5,2,2,4,2,NA,NA,5,3,4,2,NA,3
"10172",45,1,2,5,3,3,2,3,1,2,4,3,4,3,1,NA,2
"10172",49,2,2,5,2,4,3,2,2,2,3,5,3,3,1,NA,3
"10172",53,3,3,4,4,3,2,4,1,2,3,4,4,4,1,NA,3
"10172",57,4,3,4,3,3,3,2,2,3,3,3,4,3,1,NA,4
"10174",1,4,3,3,2,3,4,2,4,3,5,2,1,3,3,2,3
"10175",2,3,1,5,3,3,1,5,3,2,5,1,3,2,1,1,1
"10175",49,1,1,5,1,4,3,1,3,NA,NA,4,2,1,2,NA,2
"10186",2,1,4,3,1,5,3,3,1,4,1,5,3,4,1,5,2
"10186",5,2,3,4,3,3,3,3,1,1,2,3,2,3,1,NA,3
"10186",13,4,3,2,2,4,1,3,1,1,3,4,3,4,1,NA,1
"10186",25,7,5,1,3,3,3,4,1,2,3,5,3,4,1,NA,1
"10186",33,2,2,4,2,3,2,3,2,2,2,3,3,4,1,NA,2
"10198",0,5,2,4,3,3,5,2,4,2,5,4,2,2,3,2,4
"10198",1,5,3,3,2,3,3,3,2,1,4,5,4,4,2,NA,2
"10198",21,3,1,5,2,3,4,2,1,1,1,4,3,3,1,NA,2
"10198",25,4,1,5,3,3,4,2,2,1,1,3,3,1,1,NA,4
"10198",29,5,1,5,1,5,3,2,2,1,2,4,4,3,2,NA,1
"10198",53,4,1,2,2,3,3,2,1,1,1,4,4,4,1,NA,2
"10200",0,3,4,2,3,5,1,5,1,5,3,5,4,4,1,5,1
"10200",1,3,5,2,2,5,1,5,1,1,4,5,4,5,1,NA,1
"10200",9,5,3,5,2,5,1,5,1,NA,NA,5,5,5,1,NA,1
"10204",1,5,1,5,5,1,1,3,1,1,5,5,3,5,1,3,1
"10206",1,4,3,3,2,5,2,3,1,3,4,4,5,4,1,4,2
"10206",17,5,2,5,2,4,4,2,2,NA,NA,4,3,3,3,NA,4
"10206",25,7,3,4,1,5,1,5,1,1,5,5,4,4,3,NA,2
"10206",29,1,3,3,1,5,2,3,2,1,5,4,5,4,1,NA,1
"10206",41,4,4,2,1,5,2,4,1,1,4,4,4,5,1,NA,2
"10206",45,5,4,2,2,3,2,4,1,1,4,4,4,5,1,NA,2
"10208",1,4,1,4,1,4,3,3,1,3,5,4,4,4,1,4,2
"10208",9,5,3,3,3,3,1,5,1,2,3,3,5,5,1,NA,1
"10208",21,1,2,4,1,4,3,3,1,3,3,3,4,4,1,NA,3
"10208",29,3,1,5,1,4,1,5,1,3,3,3,5,5,1,NA,2
"10208",33,4,2,5,1,5,1,3,1,3,3,3,5,3,1,NA,2
"10208",37,5,5,2,1,3,2,5,1,2,4,4,5,5,1,NA,2
"10208",41,6,3,5,4,3,2,4,1,NA,NA,3,5,4,1,NA,1
"10208",45,7,4,4,1,4,1,5,1,2,2,3,4,4,2,NA,3
"10208",49,1,2,4,1,3,2,4,1,2,3,3,5,3,1,NA,2
"10208",57,3,2,4,2,4,1,3,1,2,3,3,5,4,1,NA,1
"10210",1,1,4,2,3,4,2,4,1,3,3,5,4,4,1,4,1
"10217",2,1,3,3,2,4,3,3,4,1,3,3,2,2,1,1,4
"10217",41,4,2,3,4,3,2,3,2,1,3,3,3,3,1,NA,2
"10227",1,1,1,2,2,3,2,3,1,2,1,2,3,3,2,3,1
"10227",21,2,2,3,2,3,3,3,2,1,3,2,3,2,1,NA,2
"10227",37,6,1,4,2,4,3,3,1,NA,NA,3,4,4,2,NA,3
"10227",45,1,1,3,2,3,2,3,3,NA,NA,2,3,2,3,NA,3
"10227",53,3,1,4,3,3,3,3,3,NA,NA,3,2,3,3,NA,3
"10228",2,5,3,2,2,4,4,3,1,3,1,4,4,4,1,3,1
"10228",5,6,3,3,4,4,2,3,1,1,3,3,3,3,1,NA,1
"10228",9,7,3,2,3,4,1,3,1,1,4,3,3,3,1,NA,2
"10228",13,1,3,3,3,4,3,4,2,1,3,3,3,2,1,NA,3
"10228",17,2,4,1,3,4,1,4,1,1,4,4,4,4,1,NA,1
"10228",21,3,1,3,3,3,3,2,3,1,2,3,3,2,1,NA,3
"10228",25,4,2,4,3,3,2,3,2,1,3,3,3,2,2,NA,1
"10233",2,1,4,4,2,4,3,2,3,3,2,5,2,2,2,2,4
"10234",2,1,2,2,3,4,3,2,1,2,2,3,3,2,2,3,2
"10234",4,1,3,2,4,3,3,3,2,2,3,3,3,2,2,3,2
"10234",5,2,2,5,5,4,2,3,2,1,3,3,3,2,2,NA,3
"10234",6,2,1,5,2,2,2,2,2,3,2,3,2,1,2,2,2
"10234",7,2,3,3,4,2,4,3,3,3,3,3,2,2,2,2,3
"10234",8,2,4,5,1,5,1,3,2,2,3,5,3,5,1,5,2
"10234",14,4,2,4,3,3,2,1,3,2,2,3,2,3,3,2,2
"10234",21,6,2,3,1,3,3,2,2,2,3,3,3,2,4,NA,2
"10234",29,1,1,5,5,1,1,2,1,NA,NA,5,3,3,1,NA,1
"10236",1,5,3,3,2,5,1,5,1,4,4,3,5,4,1,3,1
"10236",5,6,2,4,1,5,2,4,1,1,3,5,4,3,1,NA,2
"10236",13,1,1,4,2,5,2,5,1,1,3,3,4,4,1,NA,2
"10236",21,3,1,5,2,3,5,1,3,NA,NA,2,2,1,2,NA,5
"10236",25,4,1,5,3,3,1,5,2,NA,NA,4,3,3,1,NA,2
"10236",29,5,1,5,1,3,1,4,1,1,1,5,4,4,1,NA,1
"10236",33,6,1,5,1,3,1,5,1,NA,NA,4,4,4,1,NA,1
"10236",37,7,1,5,1,4,1,5,1,NA,NA,5,5,5,1,NA,1
"10236",49,3,1,5,1,4,1,4,2,NA,NA,3,4,3,3,NA,3
"10236",53,4,2,4,1,5,2,2,1,2,3,1,3,2,2,NA,3
"10240",2,5,3,3,2,5,2,3,1,3,3,5,4,4,1,4,1
"10240",5,6,2,3,5,3,2,4,1,1,2,4,3,4,1,NA,1
"10240",13,1,1,5,2,3,2,3,1,NA,NA,3,4,3,2,NA,2
"10240",29,5,2,1,4,5,1,3,1,1,5,3,4,3,1,NA,2
"10240",37,7,3,1,2,3,4,2,2,1,4,3,2,2,2,NA,3
"10240",49,3,2,2,2,4,2,4,2,1,4,3,4,3,1,NA,2
"10240",53,4,3,3,4,3,3,3,1,1,4,5,5,4,1,NA,1
"10244",1,5,2,3,3,3,2,4,2,2,3,2,3,3,2,3,2
"10258",1,4,5,2,4,3,1,5,1,5,1,5,5,5,1,5,1
"10258",33,5,2,5,2,5,1,5,1,1,5,5,5,5,1,NA,1
"10268",1,4,3,4,4,3,3,3,2,2,5,3,4,3,2,3,3
"10268",5,5,5,2,1,5,1,3,1,1,5,5,5,5,1,NA,2
"10268",13,7,2,3,1,4,2,3,2,1,2,3,2,2,3,NA,3
"10268",17,1,2,5,1,5,1,4,1,1,1,5,3,4,1,NA,1
"10268",20,1,1,3,2,1,1,3,1,NA,NA,4,4,4,1,5,1
"10268",25,3,2,3,1,5,2,3,1,1,1,3,3,3,1,NA,1
"10268",32,4,5,1,2,5,1,5,1,1,1,5,4,5,1,5,1
"10268",33,5,2,2,5,2,1,4,1,1,1,5,3,4,1,NA,1
"10268",41,7,2,3,5,4,1,4,1,1,1,5,4,4,1,NA,1
"10268",45,1,2,3,1,5,1,5,1,1,2,5,4,3,1,NA,1
"10268",49,2,1,5,2,3,1,3,1,NA,NA,2,3,3,1,NA,1
"10268",52,2,4,2,4,3,1,4,1,1,1,5,3,4,1,4,1
"10268",53,3,4,2,1,4,1,4,1,1,3,5,3,4,1,NA,1
"10268",56,3,1,5,3,4,3,3,3,NA,NA,3,2,1,2,1,3
"10268",60,4,4,2,2,3,1,2,1,1,3,4,3,3,2,3,1
"10270",2,3,4,2,2,4,2,3,1,4,2,5,4,4,1,4,2
"10270",5,4,3,4,5,3,1,3,2,1,3,5,3,3,3,NA,1
"10270",9,5,3,5,1,5,1,4,1,1,4,4,5,5,1,NA,1
"10270",21,1,4,3,2,4,3,2,1,1,4,5,4,4,2,NA,1
"10270",24,1,2,5,1,5,3,2,1,1,3,5,4,3,1,3,3
"10270",29,3,2,5,3,4,1,4,1,1,4,4,4,3,2,NA,2
"10270",32,3,4,2,5,4,2,4,1,1,5,5,5,5,1,5,3
"10270",33,4,5,2,3,4,1,5,1,1,4,5,5,4,1,NA,1
"10270",36,4,5,3,5,5,1,5,1,1,4,5,5,5,1,5,1
"10270",37,5,1,5,3,2,1,4,1,1,2,3,3,3,2,NA,2
"10270",40,5,3,4,5,4,1,5,1,1,3,4,3,4,3,3,1
"10270",41,6,2,3,4,2,3,4,4,1,3,3,2,2,4,NA,1
"10270",44,6,3,3,4,4,1,4,2,1,4,5,4,4,2,4,2
"10270",48,7,3,3,5,3,1,5,1,1,3,3,3,3,2,3,1
"10270",49,1,2,4,2,4,2,4,1,1,3,4,3,4,2,NA,1
"10270",52,1,3,4,1,4,2,2,2,1,5,4,4,3,1,3,3
"10270",53,2,4,3,3,4,2,5,1,1,4,5,3,3,1,NA,1
"10270",56,2,2,5,2,4,2,3,1,1,3,4,3,3,1,3,2
"10270",57,3,2,4,3,4,3,2,1,1,3,5,3,2,1,NA,3
"10274",1,2,1,5,1,5,3,3,1,4,4,4,4,4,1,NA,4
"10274",17,6,2,5,1,5,2,5,1,1,4,4,4,3,2,NA,2
"10274",21,7,4,2,3,3,3,3,1,2,4,4,4,4,1,NA,2
"10274",25,1,1,5,1,4,3,3,1,NA,NA,4,4,4,2,NA,2
"10274",29,2,3,3,1,5,3,4,1,1,5,5,4,4,1,NA,2
