"SID","day","real_order","E_outgoing","E_quiet","C_lazy","C_reliable","N_worried","N_relaxed","N_depressed","A_rude","A_kind","authentic","SE","Happy","Lonely","pos_emotion","neg_emotion"
"10490",54,7,4,2,2,3,3,3,1,2,4,3,3,3,1,3,2
"10490",55,7,2,4,4,3,3,4,1,NA,NA,3,3,3,2,3,2
"10490",56,7,2,4,3,3,2,3,1,NA,NA,3,3,3,2,3,2
"10490",57,1,3,2,2,4,2,4,1,2,4,3,2,4,2,NA,2
"10490",58,1,2,3,3,3,3,3,1,NA,NA,3,3,3,2,3,3
"10490",59,1,3,3,3,3,2,3,1,NA,NA,3,3,3,2,4,2
"10490",60,1,2,4,2,3,2,3,1,NA,NA,3,3,3,2,3,2
"10492",1,1,4,2,3,4,2,3,1,4,3,3,3,4,2,3,2
"10492",5,2,3,2,2,3,2,3,1,2,3,4,4,4,1,NA,2
"10492",12,3,3,2,4,3,2,2,1,3,3,3,3,3,2,3,3
"10492",13,4,2,4,3,4,2,3,2,2,3,3,3,3,3,NA,2
"10492",16,4,4,2,2,3,2,4,1,2,3,5,3,4,1,3,2
"10492",17,5,5,2,3,5,2,4,1,3,5,4,4,4,1,NA,2
"10492",20,5,5,1,1,4,1,5,1,1,4,5,5,5,1,5,1
"10492",21,6,5,2,3,4,1,3,1,1,4,4,4,4,1,NA,2
"10492",24,6,5,1,1,5,2,2,1,3,4,4,5,5,1,5,2
"10492",27,7,3,2,2,4,1,5,1,1,4,4,4,4,2,3,1
"10492",28,7,2,3,2,4,1,5,1,1,4,4,4,4,1,5,1
"10492",29,1,5,2,3,4,3,5,1,1,3,4,4,5,1,NA,1
"10492",31,1,2,3,3,4,2,4,1,1,4,4,3,3,1,3,2
"10492",33,2,2,4,3,3,1,4,1,1,3,4,3,3,2,NA,1
"10492",34,2,2,4,1,4,1,4,1,2,3,4,4,5,1,4,1
"10492",35,2,4,2,3,4,1,5,1,2,4,4,4,4,1,4,1
"10492",38,3,3,3,2,4,2,3,1,2,4,3,4,3,1,3,2
"10492",39,3,2,3,3,3,2,3,1,1,5,3,3,3,2,3,2
"10492",40,3,5,2,1,4,1,3,1,1,4,4,4,5,1,5,1
"10492",42,4,1,3,4,4,2,2,1,2,3,4,3,3,2,3,1
"10492",43,4,5,1,2,4,2,5,1,1,5,5,4,5,2,4,2
"10492",44,4,5,1,2,4,1,5,1,2,5,4,4,5,1,5,1
"10492",46,5,4,2,3,4,2,4,1,2,4,4,3,4,2,4,2
"10492",48,5,5,2,3,4,1,4,1,2,4,3,3,5,1,5,1
"10492",49,6,5,2,1,4,2,3,1,1,5,4,4,4,2,NA,1
"10492",53,7,5,2,3,4,2,5,1,1,4,4,4,4,1,NA,1
"10492",54,7,2,4,3,4,3,4,1,1,3,4,4,3,1,3,1
"10492",58,1,2,2,1,5,2,3,1,NA,NA,4,4,4,2,4,2
"10493",1,4,4,2,3,4,4,1,3,2,5,3,2,2,2,2,4
"10493",2,4,4,5,1,5,2,3,4,1,4,4,3,4,2,2,1
"10493",3,4,4,4,5,5,2,3,1,3,4,3,4,3,1,3,1
"10493",4,4,1,5,1,2,1,5,1,NA,NA,4,4,1,1,2,3
"10493",5,5,1,5,1,3,4,3,2,1,3,3,4,3,1,NA,4
"10493",7,5,4,2,2,4,1,4,2,1,4,4,4,4,1,5,2
"10493",9,6,4,2,5,3,2,2,3,2,3,3,3,3,1,NA,2
"10494",1,4,1,2,1,1,3,1,1,1,3,5,4,5,1,5,5
"10494",4,4,5,2,1,5,1,4,1,2,5,5,5,5,1,5,2
"10494",5,5,5,1,3,5,2,2,1,1,5,5,5,5,1,NA,2
"10494",8,5,3,2,2,5,3,3,4,1,5,3,5,3,1,2,4
"10494",9,6,5,2,1,5,3,5,1,1,5,5,5,5,1,NA,1
"10494",13,7,5,1,1,5,5,3,1,1,5,5,5,5,2,NA,3
"10494",17,1,4,3,1,5,3,3,2,2,3,3,5,3,1,NA,3
"10494",21,2,3,3,2,3,2,5,1,1,3,3,4,4,1,NA,1
"10494",24,2,1,5,1,4,3,5,2,NA,NA,5,5,4,1,4,2
"10494",25,3,3,3,2,2,4,3,1,1,5,5,5,3,1,NA,3
"10494",37,6,1,5,1,5,2,5,1,NA,NA,5,5,4,1,NA,1
"10494",43,7,1,5,2,1,5,2,5,NA,NA,3,1,1,5,1,5
"10494",45,1,2,3,2,3,4,3,2,1,4,3,2,2,4,NA,3
"10494",48,1,3,4,1,2,3,3,2,3,3,4,4,1,1,2,5
"10494",49,2,5,1,1,3,3,4,2,1,5,5,5,5,1,NA,2
"10494",51,2,1,5,1,1,4,3,2,NA,NA,3,3,3,1,2,3
"10494",55,3,1,4,1,5,4,2,1,NA,NA,NA,5,3,1,3,3
"10496",1,5,1,5,3,3,4,4,1,2,5,5,4,4,1,3,3
"10496",2,5,3,3,4,1,4,5,2,1,3,4,3,4,1,3,3
"10496",9,7,4,2,1,1,1,3,1,1,5,4,4,5,1,NA,1
"10496",13,1,4,1,1,2,3,3,1,2,3,5,3,4,1,NA,1
"10496",38,7,3,3,1,5,3,3,1,2,4,5,3,4,1,4,2
"10496",41,1,1,5,2,3,1,5,1,1,4,4,4,3,1,NA,2
"10496",42,1,2,2,1,3,1,4,1,3,4,4,3,3,1,5,1
"10498",0,5,1,5,2,5,2,3,1,1,5,2,4,2,1,3,2
"10498",1,5,1,5,3,3,2,3,1,1,1,2,4,2,1,NA,2
"10498",8,6,3,5,3,3,1,5,1,1,2,3,5,5,1,5,1
"10498",12,7,1,5,2,4,3,2,2,NA,NA,3,4,2,2,2,3
"10498",13,1,1,5,2,4,2,3,1,1,1,4,4,3,1,NA,2
"10509",1,3,4,2,2,4,1,5,1,3,5,5,5,4,1,4,1
"10509",4,3,4,2,2,3,2,5,1,2,3,4,4,4,1,3,2
"10509",5,4,4,1,2,4,2,3,1,2,4,5,4,4,1,NA,3
"10509",8,4,3,1,2,4,3,3,1,1,3,3,3,4,1,3,2
"10509",13,6,4,1,4,4,2,5,1,2,4,5,4,4,1,NA,2
"10509",19,7,4,1,3,4,3,3,1,2,3,5,3,4,1,3,3
"10509",20,7,3,2,3,4,2,5,1,2,3,3,3,3,1,3,2
"10509",23,1,3,2,2,4,2,5,1,1,4,5,4,3,1,NA,2
"10509",25,2,4,1,1,4,2,3,1,1,3,5,4,4,1,NA,2
"10509",26,2,3,4,3,2,2,3,1,3,3,3,4,3,1,3,2
"10509",27,2,5,1,1,4,1,3,1,1,3,5,5,5,1,5,1
"10509",30,3,5,1,1,3,1,5,1,1,3,5,5,4,1,5,1
"10509",31,3,4,1,2,4,1,3,1,1,3,5,4,3,1,3,2
"10509",33,4,4,1,2,5,1,4,1,1,4,5,4,4,1,NA,1
"10509",34,4,3,2,3,3,1,4,1,1,3,4,3,3,1,3,2
"10509",35,4,5,1,3,3,1,4,1,1,3,5,5,5,1,5,1
"10509",36,4,4,3,3,3,3,3,1,1,3,4,3,3,1,3,2
"10509",48,7,4,2,2,3,3,4,1,NA,NA,4,3,3,1,3,2
"10509",49,1,3,3,3,3,3,4,1,NA,NA,4,3,3,1,NA,2
"10509",50,1,3,3,3,3,3,4,2,2,3,3,3,3,1,3,3
"10509",52,1,2,4,3,3,3,2,1,NA,NA,3,3,3,1,3,2
"10509",53,2,3,3,2,4,2,4,1,1,3,4,4,3,1,NA,2
"10509",54,2,2,3,3,4,2,3,2,NA,NA,4,3,3,1,3,2
"10509",55,2,3,3,3,3,2,4,1,2,3,3,3,3,1,3,1
"10509",58,3,3,3,3,3,2,3,2,2,3,2,3,3,1,3,2
"10516",2,5,5,3,2,4,2,4,1,4,1,5,5,5,1,5,2
"10516",4,5,5,1,1,4,1,3,1,2,4,5,5,5,1,5,2
"10516",5,6,5,2,1,4,1,4,1,1,3,4,5,4,1,NA,1
"10516",9,7,1,4,2,2,3,2,1,NA,NA,3,2,1,1,NA,4
"10516",13,1,2,4,2,5,1,3,1,2,2,3,4,3,1,NA,1
"10516",17,2,1,5,1,5,2,3,1,1,2,3,4,3,1,NA,2
"10516",21,3,3,1,1,5,2,3,1,1,3,4,5,5,1,NA,1
"10516",29,5,3,3,1,4,3,3,1,1,2,4,3,4,1,NA,4
"10516",43,1,4,3,1,5,1,4,1,1,3,5,5,4,1,5,1
"10516",46,2,5,2,1,5,1,5,1,1,3,5,5,4,1,4,2
"10516",53,4,3,4,2,5,2,3,1,1,2,4,4,2,1,NA,4
"10523",1,5,3,4,2,3,1,4,2,2,3,4,5,3,1,4,2
"10523",4,5,3,3,4,3,2,2,1,2,2,4,4,4,1,4,2
"10523",5,6,3,4,3,3,1,5,1,1,3,5,5,5,1,NA,1
"10523",8,6,2,4,2,3,2,3,1,1,3,3,5,4,1,3,2
"10523",9,7,1,4,5,2,2,5,1,1,3,3,3,4,2,NA,3
"10523",11,7,3,3,4,3,2,4,2,2,3,4,3,4,2,4,3
"10523",13,1,2,5,1,3,1,4,1,NA,NA,5,5,5,1,NA,1
"10523",15,1,1,4,3,3,1,3,1,3,2,3,5,3,2,3,2
"10523",17,2,3,4,1,4,2,2,1,1,3,4,3,4,1,NA,2
"10523",18,2,3,3,2,5,1,4,1,1,3,3,5,4,2,4,3
"10523",20,2,5,3,3,3,2,5,1,1,4,3,5,5,1,4,2
"10523",21,3,1,4,3,3,1,4,1,1,3,4,5,5,1,NA,1
"10523",23,3,3,3,3,5,2,2,1,1,4,4,4,4,1,4,2
"10523",24,3,2,4,4,4,2,3,1,1,3,4,3,4,1,4,2
"10523",25,4,4,3,3,3,2,3,1,2,4,4,5,5,1,NA,1
"10523",29,5,3,2,1,4,2,4,2,1,4,4,3,4,1,NA,2
"10523",31,5,1,5,5,3,2,5,1,NA,NA,5,3,5,1,4,2
"10523",33,6,4,2,5,4,1,5,1,1,4,5,5,5,1,NA,1
"10523",37,7,2,5,3,4,2,4,1,NA,NA,5,5,5,1,NA,2
"10523",40,7,2,3,1,4,2,2,2,1,3,3,3,3,1,3,3
"10523",41,1,4,3,5,2,1,5,1,1,3,5,5,5,1,NA,2
"10523",42,1,4,3,3,2,3,2,1,1,3,3,4,3,1,3,1
"10523",43,1,3,4,5,2,3,4,2,3,3,3,4,4,1,3,3
"10523",44,1,3,5,2,4,2,3,2,2,4,3,3,4,1,4,3
"10523",45,2,3,3,2,4,2,3,1,1,3,4,5,5,1,NA,2
"10523",49,3,3,5,5,4,1,5,1,NA,NA,5,5,5,1,NA,1
"10523",50,3,1,4,1,5,1,2,1,NA,NA,5,5,4,1,4,2
"10523",51,3,3,4,4,5,1,5,1,NA,NA,4,4,5,1,5,1
"10523",52,3,2,3,4,4,1,5,1,NA,NA,5,3,5,1,5,1
"10523",54,4,1,5,4,4,1,5,2,1,5,4,4,4,3,3,2
"10523",57,5,3,5,3,4,1,4,1,NA,NA,5,5,4,2,NA,1
"10523",58,5,4,2,1,4,2,4,1,2,4,3,4,5,1,4,3
"10523",59,5,1,5,5,4,3,5,2,NA,NA,5,4,3,4,3,3
"10525",1,2,3,2,3,5,3,4,1,3,2,4,4,3,2,3,4
"10525",2,2,5,1,2,3,2,5,2,1,4,5,5,4,2,5,2
"10533",2,5,5,1,1,4,1,5,1,1,4,5,5,5,1,5,1
"10533",4,5,5,1,3,5,1,5,1,1,5,5,5,5,1,5,1
"10539",2,1,2,3,2,4,2,3,2,2,3,4,3,3,2,3,2
"10539",3,1,3,3,2,5,2,2,2,2,3,3,3,3,1,3,3
"10539",4,1,3,3,2,4,3,3,2,2,3,4,3,3,1,4,3
"10539",5,2,2,5,2,5,3,3,3,NA,NA,3,3,3,3,NA,3
"10539",6,2,3,3,2,4,3,2,2,1,3,3,3,2,3,3,3
"10539",7,2,2,5,2,3,3,2,3,2,2,3,3,2,2,3,3
"10539",8,2,3,3,2,4,2,3,2,2,3,3,3,3,2,3,3
"10539",9,3,2,3,2,4,2,4,2,1,4,3,3,3,2,NA,2
"10539",10,3,2,2,2,3,4,3,3,3,3,3,2,3,3,3,3
"10539",11,3,2,3,1,4,3,3,2,2,2,3,3,3,2,3,3
"10539",12,3,1,5,3,3,4,3,2,NA,NA,3,3,3,3,3,3
"10539",13,4,3,3,2,3,2,3,2,2,3,3,3,3,2,NA,3
"10539",14,4,3,3,2,4,4,3,2,2,3,3,3,3,2,3,3
"10539",15,4,4,2,2,4,3,3,2,2,3,5,3,4,2,3,2
"10539",16,4,4,2,3,4,3,4,2,3,3,5,3,4,1,4,2
"10539",17,5,3,3,4,3,3,4,2,2,3,5,3,4,1,NA,2
"10539",18,5,2,4,2,4,3,3,2,2,3,3,3,3,2,3,3
"10539",19,5,3,4,2,4,3,3,2,3,3,3,3,3,2,3,3
"10539",20,5,3,2,2,3,2,4,2,2,4,4,4,4,1,4,2
"10539",22,6,3,3,3,3,4,2,3,4,2,4,2,2,3,3,4
"10539",23,6,2,3,2,4,4,2,3,NA,NA,4,3,2,3,2,3
"10539",24,6,3,2,3,3,2,4,2,2,2,4,3,3,2,4,2
"10539",26,7,2,3,3,4,3,3,2,2,4,4,3,4,2,3,2
"10539",27,7,3,3,2,4,3,3,2,2,3,4,3,4,2,3,3
"10539",28,7,3,3,3,3,3,3,2,2,3,5,4,5,1,5,3
"10539",30,1,2,3,3,2,4,2,3,4,2,4,2,2,2,2,4
"10539",31,1,2,3,3,3,5,2,4,3,3,4,2,2,3,2,4
"10539",32,1,4,3,3,3,3,4,2,2,3,3,3,4,2,4,2
"10539",33,2,1,5,1,3,5,1,5,2,2,4,1,1,3,NA,5
"10539",34,2,2,5,3,3,5,2,4,3,2,4,1,2,3,2,5
"10539",35,2,3,4,3,3,3,3,2,2,2,3,3,3,2,3,3
"10539",36,2,3,3,3,3,1,4,2,2,4,5,3,4,2,4,2
"10539",38,3,3,3,4,2,1,4,2,3,3,4,4,4,2,4,2
"10539",39,3,3,2,4,2,2,4,2,2,3,4,3,4,2,4,2
"10539",40,3,4,3,4,3,2,5,1,2,3,5,4,5,1,5,2
"10539",41,4,3,2,3,1,3,4,2,2,2,4,4,4,1,NA,2
"10539",42,4,2,4,2,3,3,3,1,2,4,4,3,3,3,2,3
"10539",43,4,2,4,4,3,2,4,2,2,3,3,3,3,2,3,2
"10539",44,4,4,2,3,4,2,3,2,2,4,3,3,3,2,4,2
"10539",45,5,2,3,4,3,2,4,2,3,3,3,3,3,2,NA,2
"10539",46,5,2,2,3,4,3,4,2,2,2,4,3,4,2,4,2
"10539",47,5,3,3,3,4,2,3,2,2,4,3,3,4,2,4,2
"10539",48,5,2,5,3,2,3,3,2,1,3,4,3,3,2,3,3
"10539",49,6,3,3,2,4,3,3,2,2,4,4,3,3,2,NA,3
"10539",50,6,2,4,3,3,2,3,2,NA,NA,4,3,4,3,4,3
"10539",51,6,4,3,4,2,2,5,2,2,3,4,3,4,2,4,2
"10539",52,6,3,3,2,5,3,4,2,2,4,4,3,3,2,4,3
"10539",53,7,2,3,2,5,3,2,2,2,2,3,3,3,2,NA,3
"10539",54,7,3,3,1,5,4,1,2,2,4,3,3,2,2,3,4
"10539",55,7,4,2,2,3,3,3,2,2,5,4,3,3,2,3,2
"10539",56,7,4,3,3,3,2,4,2,2,4,3,3,4,2,4,2
"10539",57,1,3,3,3,3,2,4,2,2,3,3,3,4,2,NA,2
"10539",58,1,3,3,3,4,2,4,2,NA,NA,4,3,4,2,4,2
"10539",59,1,4,3,2,5,2,3,2,2,5,4,3,3,1,3,2
"10539",60,1,4,1,2,4,2,3,2,2,4,3,3,4,2,4,2
"10542",2,5,4,4,1,4,2,3,1,3,3,NA,4,4,1,4,3
"10542",6,6,4,3,1,5,3,2,1,1,3,5,4,5,1,4,2
"10542",7,6,3,4,2,4,3,4,1,1,4,5,4,4,1,4,2
"10542",9,7,2,4,2,4,1,3,1,1,2,4,4,3,2,NA,1
"10542",10,7,4,2,1,4,3,3,1,2,4,5,4,4,1,4,1
"10542",11,7,1,3,1,4,2,4,1,NA,NA,4,4,4,2,4,2
"10542",12,7,5,1,2,4,1,5,1,1,3,5,5,5,2,5,1
"10542",14,1,3,2,2,5,3,2,1,1,3,4,4,5,1,5,1
"10542",25,4,3,3,1,4,2,5,1,1,3,5,4,4,1,NA,1
"10542",29,5,1,5,1,4,3,4,1,1,1,3,4,3,1,NA,2
"10542",40,7,1,3,1,4,2,5,1,1,1,4,4,5,1,4,1
"10542",42,1,1,5,1,3,2,4,1,1,2,1,4,4,1,3,1
"10542",47,2,3,4,1,4,3,3,1,1,2,3,4,4,1,4,3
"10542",48,2,2,5,3,2,2,4,1,1,2,3,4,3,2,4,2
"10543",0,5,1,5,3,4,3,3,1,2,3,4,4,3,2,3,2
"10543",1,5,4,2,2,3,2,3,1,2,3,4,4,5,1,NA,1
"10543",5,6,1,4,3,3,2,4,1,1,2,4,4,4,1,NA,2
"10543",8,6,3,3,2,3,2,3,1,2,2,2,3,3,1,3,2
"10543",12,7,3,2,1,4,2,4,1,2,4,4,4,4,1,4,1
"10543",13,1,3,3,2,4,3,4,1,1,3,3,4,4,1,NA,2
"10543",15,1,2,4,3,2,3,4,1,NA,NA,4,4,4,1,4,1
"10543",16,1,3,3,3,3,3,3,1,2,3,4,4,5,1,5,2
"10543",17,2,2,4,3,3,2,4,1,2,2,3,5,4,1,NA,1
"10543",20,2,3,2,2,3,2,3,1,2,4,5,4,5,1,5,2
"10543",21,3,3,3,3,2,2,4,1,2,2,3,4,4,1,NA,1
"10543",22,3,4,2,4,3,2,3,1,2,4,5,4,5,1,5,2
"10543",23,3,3,4,4,2,2,4,1,2,2,4,4,4,1,3,2
"10543",24,3,3,2,2,4,4,2,1,2,4,3,3,3,1,3,2
"10543",25,4,3,3,2,3,2,4,1,2,2,4,4,4,1,NA,1
"10543",27,4,3,2,2,4,2,5,1,2,3,3,4,4,1,4,1
"10543",28,4,3,3,3,3,1,3,1,2,2,3,4,4,1,3,1
"10543",29,5,1,5,5,3,1,5,1,NA,NA,5,4,5,1,NA,1
"10543",30,5,3,3,4,3,2,5,1,2,2,4,5,4,1,4,1
"10543",32,5,3,4,2,4,2,4,1,2,3,3,4,5,1,4,1
"10543",33,6,3,2,2,3,3,4,1,2,3,4,5,5,1,NA,1
"10543",34,6,4,2,2,4,2,4,1,2,4,3,4,4,1,4,1
"10543",35,6,1,5,4,3,1,4,1,2,2,3,4,4,1,3,1
"10543",36,6,2,3,2,2,2,3,1,2,2,2,3,3,2,3,2
"10543",38,7,2,5,2,3,2,3,1,2,3,3,4,5,1,4,1
"10543",40,7,3,2,3,3,2,4,1,3,2,4,4,4,1,4,2
"10543",41,1,3,3,2,3,3,3,1,2,3,3,4,4,1,NA,1
"10543",43,1,2,4,4,2,3,3,1,NA,NA,3,4,4,2,4,1
"10543",44,1,1,3,3,3,2,4,1,2,3,4,4,4,4,4,1
"10543",45,2,3,4,4,3,2,4,1,3,2,3,4,4,1,NA,1
"10543",48,2,4,2,2,3,3,4,1,2,3,3,4,5,1,5,3
"10543",49,3,2,3,2,3,2,3,1,2,2,3,4,4,1,NA,1
"10543",50,3,3,3,3,4,3,3,1,3,2,3,4,3,1,4,2
"10543",51,3,3,3,2,3,2,3,1,2,3,4,4,5,1,5,1
"10545",0,5,3,3,1,2,3,2,1,1,5,3,2,1,1,3,2
"10545",1,5,1,5,2,3,2,3,2,1,3,3,2,2,3,NA,3
"10545",2,5,4,2,2,3,2,2,2,1,3,5,3,2,1,3,4
"10545",3,5,3,2,1,3,1,3,1,1,3,4,3,3,1,3,2
"10545",4,5,1,4,4,2,2,2,3,NA,NA,3,2,1,3,2,5
"10545",5,6,3,3,1,3,1,4,2,NA,NA,3,2,3,3,NA,3
"10545",6,6,2,2,2,3,3,1,2,1,3,1,3,2,2,3,2
"10545",7,6,2,3,2,3,2,3,2,1,2,3,3,3,2,3,3
"10545",8,6,2,3,4,1,1,3,2,NA,NA,2,1,1,3,2,3
"10545",9,7,1,3,3,2,2,3,2,NA,NA,2,3,3,2,NA,2
"10545",10,7,1,3,3,1,2,4,3,NA,NA,1,3,3,3,3,2
"10545",11,7,1,3,3,1,1,3,1,NA,NA,3,3,3,3,3,2
"10545",12,7,1,2,5,1,3,3,3,NA,NA,1,2,2,3,2,3
"10545",13,1,1,3,3,1,3,3,3,NA,NA,2,2,2,4,NA,3
"10545",14,1,2,3,3,1,2,3,2,NA,NA,2,3,3,3,3,2
"10545",15,1,2,3,3,1,4,3,2,1,3,2,1,2,3,2,3
"10545",16,1,2,4,3,1,1,1,1,1,2,1,1,2,2,2,1
"10545",19,2,1,3,3,1,2,3,2,NA,NA,1,2,3,3,2,3
"10545",20,2,1,3,3,1,2,3,2,NA,NA,1,3,3,2,3,2
"10545",21,3,1,2,3,1,2,3,2,NA,NA,1,2,2,3,NA,1
"10545",24,3,1,1,2,1,3,2,1,NA,NA,1,3,2,1,2,3
"10545",25,4,1,5,4,1,2,3,1,NA,NA,1,3,2,3,NA,2
"10545",26,4,1,5,3,1,3,2,2,NA,NA,1,1,1,2,2,3
"10545",27,4,1,2,3,1,2,2,3,NA,NA,1,2,1,1,2,3
"10545",28,4,1,3,3,2,3,2,2,NA,NA,1,2,1,1,2,3
"10545",29,5,1,4,3,1,2,1,3,NA,NA,1,2,2,2,NA,3
"10545",30,5,1,4,3,1,3,3,2,NA,NA,2,2,1,2,2,1
"10545",33,6,1,4,3,1,1,3,2,NA,NA,1,2,2,2,NA,2
"10545",34,6,1,3,3,1,2,4,3,NA,NA,2,2,2,3,2,2
"10545",37,7,1,4,3,1,2,3,2,NA,NA,1,3,2,2,NA,3
"10545",38,7,1,5,3,1,3,3,2,NA,NA,1,2,2,3,3,3
"10545",39,7,2,2,4,2,2,4,1,NA,NA,1,2,2,3,3,2
"10545",40,7,1,4,4,1,2,3,2,NA,NA,3,3,3,2,3,NA
"10545",42,1,1,5,4,1,3,3,3,NA,NA,2,2,3,4,3,3
"10545",43,1,1,2,5,1,2,5,1,NA,NA,1,2,3,1,3,2
"10545",46,2,1,5,1,1,2,1,1,1,3,1,4,1,1,3,2
"424709",1,5,4,3,1,5,1,5,1,4,2,4,5,5,1,5,1
"425978",2,3,5,2,1,5,3,3,1,5,2,5,5,5,1,5,1
"429404",2,5,3,NA,1,4,2,4,1,3,2,3,3,3,1,3,1
"429993",1,5,1,4,3,4,2,3,1,1,2,3,3,3,2,3,1
"431403",2,1,3,3,3,4,3,3,3,4,3,4,2,3,2,3,3
